200000,5,3083,3083,0,3083,3083
50000,5,19093,19093,0,19093,19093
50000,5,12204,12204,0,12204,12204
50000,5,12079,12079,0,12079,12079
50000,5,12305,12305,0,12305,12305
50000,5,13522,13522,0,13522,13522
50000,5,13533,13533,0,13533,13533
50000,5,12311,12311,0,12311,12311
200000,5,3993,3993,0,3993,3993
50000,5,12463,12463,0,12463,12463
50000,5,12960,12960,0,12960,12960
10000,5,32,1,4814,4814,0,4814,4814
10000,5,32,1,3594,3594,0,3594,3594
10000,5,32,2,1,1,0,1,1
10000,5,32,4,1,1,0,1,1
10000,5,32,8,4,4,0,4,4
10000,5,32,16,8,8,0,8,8
10000,5,32,32,2,2,0,2,2
10000,5,32,64,1,1,0,1,1
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,1,2614,2614,0,2614,2614
10000,5,32,2,1,1,0,1,1
10000,5,32,4,1,1,0,1,1
10000,5,32,8,1,1,0,1,1
10000,5,32,16,1,1,0,1,1
10000,5,32,32,1,1,0,1,1
10000,5,32,64,1,1,0,1,1
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,1,3310,3310,0,3310,3310
10000,5,32,2,1,1,0,1,1
10000,5,32,4,3,3,0,3,3
10000,5,32,8,5,5,0,5,5
10000,5,32,16,1,1,0,1,1
10000,5,32,32,1,1,0,1,1
10000,5,32,64,1,1,0,1,1
10000,5,32,128,2,2,0,2,2
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,1,3427,3427,0,3427,3427
10000,5,32,2,1,1,0,1,1
10000,5,32,4,3,3,0,3,3
10000,5,32,8,2,2,0,2,2
10000,5,32,16,1,1,0,1,1
10000,5,32,32,11,11,0,11,11
10000,5,32,64,1,1,0,1,1
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,8,3436,3436,0,3436,3436
10000,5,32,16,1,1,0,1,1
10000,5,32,32,26,26,0,26,26
10000,5,32,64,2,2,0,2,2
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,1,250726,250726,0,250726,250726
10000,5,32,2,124567,124567,0,124567,124567
10000,5,32,4,65131,65131,0,65131,65131
10000,5,32,8,3746,3746,0,3746,3746
10000,5,32,16,1,1,0,1,1
10000,5,32,32,1,1,0,1,1
10000,5,32,64,8,8,0,8,8
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,512,1,1,0,1,1
10000,5,32,1024,1,1,0,1,1
10000,5,32,2048,1,1,0,1,1
10000,5,32,4096,1,1,0,1,1
10000,5,32,8,34486,34486,0,34486,34486
10000,5,32,16,16748,16748,0,16748,16748
10000,5,32,32,6381,6381,0,6381,6381
10000,5,32,64,3207,3207,0,3207,3207
10000,5,32,128,1936,1936,0,1936,1936
10000,5,32,256,1304,1304,0,1304,1304
10000,5,32,512,673,673,0,673,673
10000,5,32,1024,674,674,0,674,674
10000,5,32,2048,673,673,0,673,673
10000,5,32,4096,674,674,0,674,674
10000,5,32,8,7579,7579,0,7579,7579
10000,5,32,16,1,1,0,1,1
10000,5,32,32,1,1,0,1,1
10000,5,32,64,1,1,0,1,1
10000,5,32,128,1,1,0,1,1
10000,5,32,256,1,1,0,1,1
10000,5,32,1,224805,224805,0,224805,224805
10000,5,32,2,110622,110622,0,110622,110622
10000,5,32,4,63155,63155,0,63155,63155
10000,5,32,8,28566,28566,0,28566,28566
10000,5,32,16,18825,18825,0,18825,18825
10000,5,32,32,6447,6447,0,6447,6447
10000,5,32,64,3228,3228,0,3228,3228
10000,5,32,128,1949,1949,0,1949,1949
10000,5,32,256,1311,1311,0,1311,1311
10000,5,32,512,680,680,0,680,680
10000,5,32,1024,677,677,0,677,677
10000,5,32,2048,677,677,0,677,677
