500,3,1,883,24,5,21,55
500,3,2,520,14,2,11,22
500,3,3,423,11,2,10,21
500,3,4,306,8,1,7,11
500,3,5,352,9,1,8,14
500,3,6,299,8,1,7,11
500,3,7,247,6,1,5,9
500,3,8,208,5,1,4,13
500,3,9,348,9,1,8,13
500,3,10,345,9,1,8,12
500,3,11,344,9,1,8,14
500,3,12,332,9,1,8,12
500,3,13,321,8,1,7,12
500,3,14,310,8,1,7,11
500,3,15,305,8,1,7,12
500,3,16,312,8,1,7,12
500,5,1,648,18,2,15,27
500,5,2,447,12,4,9,31
500,5,3,269,7,2,5,17
500,5,4,275,7,3,5,18
500,5,5,238,6,1,4,10
500,5,6,193,5,0,4,8
500,5,7,160,4,0,3,7
500,5,8,163,4,1,3,13
500,5,9,284,7,1,6,11
500,5,10,280,7,1,6,10
500,5,11,253,7,1,6,10
500,5,12,248,6,1,5,10
500,5,13,271,7,3,5,28
500,5,14,233,6,1,5,9
500,5,15,227,6,1,5,10
500,5,16,232,6,0,5,9
500,10,1,496,13,1,11,18
500,10,2,279,7,2,6,19
500,10,3,238,6,2,4,14
500,10,4,184,5,1,3,10
500,10,5,147,4,0,3,5
500,10,6,128,3,0,3,5
500,10,7,103,2,1,2,4
500,10,8,108,3,1,2,6
500,10,9,222,6,0,5,8
500,10,10,222,6,0,5,8
500,10,11,208,5,1,5,7
500,10,12,196,5,0,4,7
500,10,13,191,5,0,4,7
500,10,14,183,5,0,4,6
500,10,15,182,5,0,4,8
500,10,16,182,5,0,4,8
1000,3,1,3474,96,6,87,109
1000,3,2,1910,53,7,45,92
1000,3,3,1475,40,7,34,68
1000,3,4,1248,34,7,27,66
1000,3,5,1198,33,3,28,38
1000,3,6,1046,29,3,24,35
1000,3,7,1042,28,6,21,60
1000,3,8,886,24,3,19,36
1000,3,9,1213,33,6,27,63
1000,3,10,1214,33,3,28,38
1000,3,11,1205,33,3,28,38
1000,3,12,1132,31,3,26,36
1000,3,13,1067,29,3,24,35
1000,3,14,991,27,3,22,33
