500,3,1,1315,36,6,26,51
500,3,2,860,23,5,17,44
500,3,3,597,16,3,12,26
500,3,4,595,16,2,12,22
500,3,5,509,14,1,11,19
500,3,6,506,14,2,10,24
500,3,7,419,11,1,9,15
500,3,8,392,10,2,8,15
500,3,9,447,12,1,10,17
500,3,10,458,12,2,10,19
500,3,11,457,12,1,10,16
500,3,12,465,12,1,10,16
500,3,13,441,12,1,10,15
500,3,14,438,12,1,10,15
500,3,15,427,11,1,10,14
500,3,16,432,12,1,10,15
500,5,1,855,23,6,16,39
500,5,2,659,18,4,12,29
500,5,3,482,13,2,9,19
500,5,4,382,10,2,8,16
500,5,5,372,10,1,8,13
500,5,6,387,10,7,7,53
500,5,7,310,8,1,7,13
500,5,8,288,8,1,6,11
500,5,9,364,10,1,8,14
500,5,10,341,9,1,8,12
500,5,11,348,9,1,8,12
500,5,12,348,9,1,8,13
500,5,13,348,9,1,8,12
500,5,14,355,9,1,8,12
500,5,15,345,9,1,8,13
500,5,16,354,9,1,8,12
500,10,1,575,15,3,12,26
500,10,2,455,12,2,9,19
500,10,3,347,9,2,7,16
500,10,4,278,7,1,6,14
500,10,5,282,7,1,6,11
500,10,6,259,7,0,6,10
500,10,7,242,6,1,6,9
500,10,8,274,7,1,6,10
500,10,9,301,8,1,6,12
500,10,10,267,7,0,6,10
500,10,11,282,7,1,7,10
500,10,12,298,8,1,7,13
500,10,13,348,9,2,7,19
500,10,14,303,8,1,7,12
500,10,15,283,7,1,7,11
500,10,16,286,7,1,7,11
1000,3,1,4222,117,20,94,176
1000,3,2,2507,69,11,53,96
1000,3,3,2034,56,10,39,84
1000,3,4,1869,51,8,40,69
1000,3,5,1715,47,5,39,59
1000,3,6,1313,36,5,29,49
1000,3,7,1180,32,5,26,50
1000,3,8,1056,29,5,23,45
1000,3,9,1426,39,6,32,55
1000,3,10,1400,38,5,32,53
1000,3,11,1340,37,4,30,45
1000,3,12,1276,35,4,29,44
1000,3,13,1215,33,4,28,42
1000,3,14,1173,32,4,27,41
1000,3,15,1149,31,5,24,51
1000,3,16,1090,30,5,23,42
1000,5,1,3398,94,19,67,158
1000,5,2,1986,55,11,39,89
1000,5,3,1450,40,6,30,65
1000,5,4,1245,34,6,24,54
1000,5,5,1133,31,4,25,42
1000,5,6,1012,28,3,21,37
1000,5,7,906,25,3,19,34
1000,5,8,1041,28,5,19,43
1000,5,9,1164,32,10,23,86
1000,5,10,1087,30,3,23,40
1000,5,11,1043,28,3,23,37
1000,5,12,1003,27,3,22,37
1000,5,13,967,26,3,21,35
1000,5,14,947,26,4,20,39
1000,5,15,910,25,3,20,32
1000,5,16,895,24,3,19,32
1000,10,1,2374,65,12,51,107
1000,10,2,1407,39,7,30,67
1000,10,3,1059,29,6,23,64
1000,10,4,885,24,4,20,46
1000,10,5,823,22,2,19,29
1000,10,6,758,21,2,17,29
1000,10,7,781,21,2,18,29
1000,10,8,790,21,3,17,34
1000,10,9,1145,31,6,22,44
1000,10,10,1024,28,6,21,52
1000,10,11,985,27,7,20,54
1000,10,12,744,20,5,16,45
1000,10,13,712,19,2,16,27
1000,10,14,658,18,2,15,25
1000,10,15,682,18,3,15,27
1000,10,16,646,17,3,14,27
2500,3,1,27687,769,105,603,1038
2500,3,2,14495,402,44,324,526
2500,3,3,11550,320,47,245,482
2500,3,4,10346,287,58,208,414
2500,3,5,9128,253,37,192,332
2500,3,6,8253,229,33,190,317
2500,3,7,7580,210,35,166,299
2500,3,8,7219,200,31,157,323
2500,3,9,8475,235,34,191,326
2500,3,10,8572,238,37,195,328
2500,3,11,8425,234,33,185,332
2500,3,12,8678,241,44,185,379
2500,3,13,7990,221,34,176,303
2500,3,14,7537,209,32,171,285
2500,3,15,8209,228,42,162,314
2500,3,16,8072,224,42,172,356
2500,5,1,21794,605,88,491,798
2500,5,2,11830,328,64,216,490
2500,5,3,9717,269,38,209,377
2500,5,4,6972,193,34,148,289
2500,5,5,6740,187,26,146,261
2500,5,6,6208,172,26,131,229
2500,5,7,5476,152,24,115,218
2500,5,8,5335,148,29,100,224
2500,5,9,6308,175,28,137,264
2500,5,10,6275,174,25,132,240
2500,5,11,6242,173,26,128,238
2500,5,12,5914,164,26,125,228
2500,5,13,5858,162,25,118,222
2500,5,14,5594,155,21,118,203
2500,5,15,5503,152,25,117,223
2500,5,16,5124,142,22,112,203
2500,10,1,15302,425,90,324,784
2500,10,2,8490,235,44,157,389
2500,10,3,6606,183,27,147,280
2500,10,4,5259,146,23,109,225
2500,10,5,5170,143,23,112,203
2500,10,6,4398,122,20,95,188
2500,10,7,3776,104,17,82,159
2500,10,8,3723,103,15,80,134
2500,10,9,4577,127,17,99,172
2500,10,10,4918,136,27,101,212
2500,10,11,4628,128,18,102,173
2500,10,12,4464,124,17,100,175
2500,10,13,4723,131,23,95,201
2500,10,14,4466,124,22,85,171
2500,10,15,4558,126,30,90,266
2500,10,16,3805,105,16,71,147
5000,3,1,114161,3171,421,2597,4448
5000,3,2,75276,2091,299,1565,2930
5000,3,3,56805,1577,263,1194,2369
5000,3,4,46537,1292,187,953,1788
5000,3,5,41098,1141,155,851,1585
5000,3,6,36300,1008,148,768,1347
5000,3,7,31702,880,128,684,1214
