500,5,1,990,27,3,22,37
500,5,2,863,23,8,13,49
500,5,3,420,11,5,8,33
500,5,4,333,9,4,6,26
500,5,5,327,9,1,7,15
500,5,6,273,7,1,6,11
500,5,7,270,7,1,6,11
500,5,8,246,6,1,5,10
500,5,9,361,10,0,8,13
500,5,10,356,9,1,8,12
500,5,11,341,9,1,8,12
500,5,12,328,9,1,7,12
500,5,13,302,8,1,7,11
500,5,14,284,7,1,6,12
500,5,15,283,7,1,6,12
500,5,16,282,7,1,7,11
1000,5,1,4236,117,12,92,146
1000,5,2,2540,70,13,51,111
1000,5,3,1562,43,7,33,82
1000,5,4,1271,35,10,26,92
1000,5,5,1425,39,6,31,60
1000,5,6,1215,33,8,25,76
1000,5,7,1091,30,4,22,41
1000,5,8,930,25,3,20,33
1000,5,9,1350,37,3,30,46
1000,5,10,1356,37,3,30,47
1000,5,11,1366,37,3,30,46
1000,5,12,1304,36,3,29,45
1000,5,13,1224,34,3,27,43
1000,5,14,1128,31,3,25,39
1000,5,15,1073,29,3,24,38
1000,5,16,1044,29,3,22,38
2500,5,1,26393,733,103,559,905
2500,5,2,19568,543,71,418,660
2500,5,3,9712,269,38,207,331
2500,5,4,7745,215,31,164,274
2500,5,5,8699,241,33,188,297
2500,5,6,7399,205,29,158,250
2500,5,7,6986,194,37,136,264
2500,5,8,6846,190,28,142,240
2500,5,9,8329,231,36,173,293
2500,5,10,8611,239,32,186,297
2500,5,11,8402,233,31,181,288
2500,5,12,8020,222,30,175,276
2500,5,13,7611,211,28,164,261
2500,5,14,7515,208,31,155,262
2500,5,15,7420,206,30,159,257
2500,5,16,7098,197,29,150,247
5000,5,1,103159,2865,370,2241,3714
5000,5,2,64871,1801,254,1319,2321
5000,5,3,44903,1247,160,968,1619
5000,5,4,33277,924,146,650,1227
5000,5,5,36316,1008,132,791,1329
5000,5,6,34798,966,124,761,1253
5000,5,7,31328,870,114,677,1140
5000,5,8,28560,793,105,625,1036
5000,5,9,31045,862,104,655,1112
5000,5,10,30473,846,106,655,1106
5000,5,11,29956,832,104,662,1078
5000,5,12,29036,806,97,633,1041
5000,5,13,28559,793,104,621,1037
5000,5,14,28542,792,101,638,1032
5000,5,15,28352,787,102,632,1016
5000,5,16,28152,782,101,606,1013
10000,5,1,411819,11439,1230,8956,14769
10000,5,2,253950,7054,877,5425,9004
10000,5,3,174620,4850,610,3353,6254
10000,5,4,146500,4069,408,3256,4986
10000,5,5,142559,3959,392,3168,4885
10000,5,6,130799,3633,374,2902,4519
10000,5,7,120676,3352,340,2715,4226
10000,5,8,111708,3103,315,2508,3885
10000,5,9,120361,3343,354,2704,4174
10000,5,10,116369,3232,323,2600,4040
10000,5,11,114638,3184,311,2581,3976
10000,5,12,111739,3103,315,2510,3875
10000,5,13,111941,3109,354,2470,4319
10000,5,14,112329,3120,378,2482,4394
10000,5,15,109466,3040,305,2442,3788
10000,5,16,109133,3031,307,2454,3780
25000,5,1,2739127,76086,11208,58557,104316
25000,5,2,1532515,42569,6845,32121,59486
25000,5,3,1083453,30095,4248,23478,40840
25000,5,4,881693,24491,3429,19117,33144
25000,5,5,910578,25293,3615,19663,34496
25000,5,6,810868,22524,3154,17642,30751
25000,5,7,745399,20705,2939,16130,28425
25000,5,8,681398,18927,2694,14776,26042
25000,5,9,699610,19433,2717,15124,26386
25000,5,10,704472,19568,2722,15291,26705
25000,5,11,700055,19445,2740,15156,26450
25000,5,12,690386,19177,2686,15023,26296
25000,5,13,691234,19200,2699,14975,26223
25000,5,14,687601,19100,2759,14844,26310
25000,5,15,681347,18926,2685,14774,25899
25000,5,16,674043,18723,2678,14551,25773
